name	value	family	file_offset
SSTP_NIKO_TYU	33	SSTP_	0x8107D8
SSTP_MAM_DM_TALK	34	SSTP_	0x8107FC
SSTP_MAM_DM_ITEMSEND1PPO	22	SSTP_	0x810820
SSTP_MAM_DM_1PPOBACK	23	SSTP_	0x810844
SSTP_MAM_DM_TALK_LEFT	24	SSTP_	0x810868
SSTP_MAM_DM_TALK_RIGHT	25	SSTP_	0x81088C
SSTP_MAM_DM_DOWNWAY	26	SSTP_	0x8108B0
SSTP_MAM_DM_ORG_SET_TO_KTN	27	SSTP_	0x8108D4
SSTP_WEDY_DM_TALK	28	SSTP_	0x8108F8
SSTP_WEDY_DM_RIDE_PL	22	SSTP_	0x81091C
SSTP_WEDY_DM_GOAWAY_JU	23	SSTP_	0x810940
SSTP_WEDY_DM_DOWNWAY	24	SSTP_	0x810964
SSTP_WEDY_DM_ANG_ORG_RIGHT	25	SSTP_	0x810988
SSTP_WEDY_DM_RIDE_PL_SET	26	SSTP_	0x8109AC
SSTP_WEDY_DM_OUT_PL_END	27	SSTP_	0x8109D0
SSTP_WEDY_DM_JMPUP_ONE	28	SSTP_	0x8109F4
SSTP_WEDY_DM_JMPUP_COUNT	29	SSTP_	0x810A18
SSTP_YODA_DM_TALK	30	SSTP_	0x810A3C
SSTP_YODA_DM_POKA	22	SSTP_	0x810A60
SSTP_YODA_DM_BIKKURI	23	SSTP_	0x810A84
SSTP_YODA_DM_GOAWAY	24	SSTP_	0x810AA8
SSTP_FAR_BURI_INIT	25	SSTP_	0x810ACC
SSTP_FAR_EATIN_INIT	22	SSTP_	0x810AF0
SSTP_FAR_EATOUT_INIT	23	SSTP_	0x810B14
SSTP_FAR_HAKIIN_INIT	24	SSTP_	0x810B38
SSTP_FAR_HAKIOUT_INIT	25	SSTP_	0x810B5C
SSTP_FAR_BURIIN_INIT	26	SSTP_	0x810B80
SSTP_FAR_BURIOUT_INIT	27	SSTP_	0x810BA4
SSTP_FAR_TYU	28	SSTP_	0x810BC8
SSTP_MIA_TO_BATA_INIT	29	SSTP_	0x810BEC
SSTP_MIA_KIRAIN_INIT	22	SSTP_	0x810C10
SSTP_MIA_KIRAOUT_INIT	23	SSTP_	0x810C34
SSTP_MIA_NMEGANE_INIT	24	SSTP_	0x810C58
SSTP_MIA_NMEGANEOUT_INIT	25	SSTP_	0x810C7C
SSTP_MIA_JMPUP_INIT	26	SSTP_	0x810CA0
SSTP_MIA_TYU	27	SSTP_	0x810CC4
SSTP_MIA_DM_TGTPOS	28	SSTP_	0x810CE8
SSTP_MIA_BATA_UP_INIT	29	SSTP_	0x810D0C
SSTP_SELFY_CHARGE_START	22	SSTP_	0x810D30
SSTP_SELFY_CHARGE	22	SSTP_	0x810D54
SSTP_SELFY_FIRE_INIT	23	SSTP_	0x810D78
SSTP_SELFY_TYU	24	SSTP_	0x810D9C
SSTP_PATY_SARAIN_INIT	25	SSTP_	0x810DC0
SSTP_PATY_BURI_INIT	22	SSTP_	0x810DE4
SSTP_PATY_BURIIN_INIT	23	SSTP_	0x810E08
SSTP_PATY_BURIOUT_INIT	24	SSTP_	0x810E2C
SSTP_PATY_ANGRY_INIT	25	SSTP_	0x810E50
SSTP_PATY_ANGRYIN_INIT	26	SSTP_	0x810E74
SSTP_PATY_ANGRYOUT_INIT	27	SSTP_	0x810E98
SSTP_PATY_SARAOUT_INIT	28	SSTP_	0x810EBC
SSTP_VIVIAN_TURN_R_INIT	22	SSTP_	0x810EE0
SSTP_VIVIAN_TURN_L_INIT	22	SSTP_	0x810F04
SSTP_VIVIAN_DANCE_A_INIT	23	SSTP_	0x810F28
SSTP_VIVIAN_DANCE_B_INIT	24	SSTP_	0x810F4C
SSTP_PIN_TURN_R_INIT	25	SSTP_	0x810F70
SSTP_PIN_TURN_L_INIT	22	SSTP_	0x810F94
SSTP_PIN_DANCE_INIT	23	SSTP_	0x810FB8
SSTP_FON_TUKKOMI_INIT	24	SSTP_	0x810FDC
SSTP_CHERIL_DOWN_INIT	22	SSTP_	0x811000
SSTP_CHERIL_DT_INIT	22	SSTP_	0x811024
SSTP_CHERIL_SD_INIT	23	SSTP_	0x811048
SSTP_CHERIL_GET_CHAPY_INIT	24	SSTP_	0x81106C
SSTP_CCHERIL_ATK_INIT	25	SSTP_	0x811090
SSTP_BCHERIL_Q_INIT	22	SSTP_	0x8110B4
SSTP_BCHERIL_P_INIT	22	SSTP_	0x8110D8
SSTP_BCHERIL_YES_INIT	23	SSTP_	0x8110FC
SSTP_BCHERIL_NO_INIT	24	SSTP_	0x811120
SSTP_BCHERIL_SU_INIT	25	SSTP_	0x811144
SSTP_NURS_TURN_INIT	26	SSTP_	0x811168
SSTP_SBARY_MUKIIN_INIT	22	SSTP_	0x81118C
SSTP_SBARY_MUKIOUT_INIT	22	SSTP_	0x8111B0
SSTP_SKIM_MUKIIN_INIT	23	SSTP_	0x8111D4
SSTP_SKIM_MUKIOUT_INIT	22	SSTP_	0x8111F8
SSTP_RIV_KENKA_IN	23	SSTP_	0x81121C
SSTP_RIV_KENKA_OUT	22	SSTP_	0x811240
SSTP_RIV_KENKA_SET	23	SSTP_	0x811264
SSTP_OKAMI_SLEEP_SET	24	SSTP_	0x811288
SSTP_OKAMI_NORMAL_SET	22	SSTP_	0x8112AC
SSTP_SEROHIKI_PLAY	22	SSTP_	0x8112D0
ANMWAY_RIGHT	22	ANMWAY_	0x8112F4
ANMWAY_DOWN	0	ANMWAY_	0x811318
ANMWAY_LEFT	1	ANMWAY_	0x81133C
ANMWAY_UP	2	ANMWAY_	0x811360
func_town_map_set	3	func_	0x811384
func_town_map_reset	0	func_	0x8113A8
func_town_map_del	1	func_	0x8113CC
IMG_BBOSS_N	2	IMG_	0x8113F0
IMG_BBOSS_B	0	IMG_	0x811414
IMG_BBOSS_H	1	IMG_	0x811438
IMG_BCHEL_N	2	IMG_	0x81145C
IMG_BCHEL_D	0	IMG_	0x811480
IMG_BCHEL_B	1	IMG_	0x8114A4
IMG_BCHEL_G00	2	IMG_	0x8114C8
IMG_BCHEL_G01	3	IMG_	0x8114EC
IMG_BCHEL_G02	4	IMG_	0x811510
IMG_BCHEL_P	5	IMG_	0x811534
IMG_BNURSE_N	6	IMG_	0x811558
IMG_BNURSE_L	7	IMG_	0x81157C
IMG_BFAR_N	8	IMG_	0x8115A0
IMG_BFAR_T	0	IMG_	0x8115C4
IMG_BFAR_S	1	IMG_	0x8115E8
IMG_BFAR_M	2	IMG_	0x81160C
IMG_BFAR_L	3	IMG_	0x811630
IMG_BFAR_P	4	IMG_	0x811654
IMG_BKEW_N	5	IMG_	0x811678
IMG_BKEW_F0	0	IMG_	0x81169C
IMG_BKEW_F1	1	IMG_	0x8116C0
IMG_BKEW_F2	2	IMG_	0x8116E4
IMG_BKEW_F3	3	IMG_	0x811708
IMG_BKEW_F4	4	IMG_	0x81172C
IMG_BKEW_F5	5	IMG_	0x811750
IMG_BKEW_F6	6	IMG_	0x811774
IMG_BKEW_F7	7	IMG_	0x811798
IMG_BKEW_F8	8	IMG_	0x8117BC
IMG_BKEW_F9	9	IMG_	0x8117E0
IMG_BKEW_FA	10	IMG_	0x811804
IMG_BKEW_FB	11	IMG_	0x811828
IMG_BMAMA_N	12	IMG_	0x81184C
IMG_BMAMA_OP00	0	IMG_	0x811870
IMG_BMAMA_OP01	1	IMG_	0x811894
IMG_BMAMA_OP02	2	IMG_	0x8118B8
IMG_BMIA_N	3	IMG_	0x8118DC
IMG_BMIA_B	0	IMG_	0x811900
IMG_BMIA_L00	1	IMG_	0x811924
IMG_BMIA_L01	2	IMG_	0x811948
IMG_BMIA_A00	3	IMG_	0x81196C
IMG_BMIA_A01	4	IMG_	0x811990
IMG_BMIA_P	5	IMG_	0x8119B4
IMG_BNICO_N	6	IMG_	0x8119D8
IMG_BNICO_A	0	IMG_	0x8119FC
IMG_BNICO_B	1	IMG_	0x811A20
IMG_BNICO_U	2	IMG_	0x811A44
IMG_BNICO_O	3	IMG_	0x811A68
IMG_BNICO_L	4	IMG_	0x811A8C
IMG_BNICO_P	5	IMG_	0x811AB0
IMG_BSDNICO_N	6	IMG_	0x811AD4
IMG_OBSAN_N	7	IMG_	0x811AF8
IMG_OBSAN_S	0	IMG_	0x811B1C
IMG_OZSAN_N	1	IMG_	0x811B40
IMG_BPAPA_N	0	IMG_	0x811B64
IMG_BPAPA_D	0	IMG_	0x811B88
IMG_BPAPA_O	1	IMG_	0x811BAC
IMG_BPATY_N	2	IMG_	0x811BD0
IMG_BPATY_A	0	IMG_	0x811BF4
IMG_BPATY_K	1	IMG_	0x811C18
IMG_BPATY_L	2	IMG_	0x811C3C
IMG_BPATY_P	3	IMG_	0x811C60
IMG_BRIVAL_N	4	IMG_	0x811C84
IMG_BRIVAL_A	0	IMG_	0x811CA8
IMG_BRIVAL_P	1	IMG_	0x811CCC
IMG_BSELFY_N	2	IMG_	0x811CF0
IMG_BSELFY_D	0	IMG_	0x811D14
IMG_BSELFY_F	1	IMG_	0x811D38
IMG_BSELFY_FH	2	IMG_	0x811D5C
IMG_BSELFY_L	3	IMG_	0x811D80
IMG_BSELFY_P	4	IMG_	0x811DA4
IMG_BVIVAN_N	5	IMG_	0x811DC8
IMG_BVIVAN_L	0	IMG_	0x811DEC
IMG_BVIVAN_M	1	IMG_	0x811E10
IMG_BVIVAN_S	2	IMG_	0x811E34
IMG_BVIVAN_D	3	IMG_	0x811E58
IMG_BVIVAN_P	4	IMG_	0x811E7C
IMG_BWEDY_N	5	IMG_	0x811EA0
IMG_BWEDY_M	0	IMG_	0x811EC4
IMG_BYODA_N	1	IMG_	0x811EE8
TB_CRR	0	TB_	0x811F0C
TB_SIT	0	TB_	0x811F30
sn_return_successful	0	sn_	0x811FFC
Fr_ret_first	1000	Fr_	0x812020
F_zero	1001	F_	0x812044
F_paty_kuinige	1002	F_	0x812068
Ft_game_clr	1003	Ft_	0x81208C
_F_pad03	1004	F_	0x8120B0
_F_pad04	1005	F_	0x8120D4
_F_pad05	1006	F_	0x8120F8
_F_pad06	1007	F_	0x81211C
_F_pad07	1008	F_	0x812140
_F_pad08	1009	F_	0x812164
_F_pad09	1010	F_	0x812188
F_sbs01_top	1011	F_	0x8121AC
F_sbs01_pad00	1012	F_	0x8121D0
F_sbs01_pad01	1013	F_	0x8121F4
F_sbs01_pad02	1014	F_	0x812218
F_sbs01_pad03	1015	F_	0x81223C
F_sbs01_pad04	1016	F_	0x812260
F_sbs01_pad05	1017	F_	0x812284
F_sbs01_pad06	1018	F_	0x8122A8
F_sbs01_pad07	1019	F_	0x8122CC
F_sbs01_pad08	1020	F_	0x8122F0
F_sbs01_pad09	1021	F_	0x812314
F_sbs01_pad10	1022	F_	0x812338
F_sbs01_pad11	1023	F_	0x81235C
F_sbs01_pad12	1024	F_	0x812380
F_sbs01_pad13	1025	F_	0x8123A4
F_sbs01_pad14	1026	F_	0x8123C8
F_sbs01_pad15	1027	F_	0x8123EC
F_sbs01_pad16	1028	F_	0x812410
F_sbs01_pad17	1029	F_	0x812434
F_sbs01_pad18	1030	F_	0x812458
F_sbs01_pad19	1031	F_	0x81247C
F_sbs01_pad20	1032	F_	0x8124A0
F_sbs01_pad21	1033	F_	0x8124C4
F_sbs01_pad22	1034	F_	0x8124E8
F_sbs01_pad23	1035	F_	0x81250C
F_sbs01_pad24	1036	F_	0x812530
F_sbs01_pad25	1037	F_	0x812554
F_sbs01_pad26	1038	F_	0x812578
F_sbs01_pad27	1039	F_	0x81259C
F_sbs01_pad28	1040	F_	0x8125C0
F_sbs01_pad29	1041	F_	0x8125E4
F_sbs01_pad30	1042	F_	0x812608
F_sbs01_pad31	1043	F_	0x81262C
F_sbs01_pad32	1044	F_	0x812650
F_sbs01_pad33	1045	F_	0x812674
F_sbs01_pad34	1046	F_	0x812698
F_sbs01_pad35	1047	F_	0x8126BC
F_sbs01_pad36	1048	F_	0x8126E0
F_sbs01_pad37	1049	F_	0x812704
F_sbs01_pad38	1050	F_	0x812728
F_sbs01_pad39	1051	F_	0x81274C
F_sbs01_pad40	1052	F_	0x812770
F_sbs01_pad41	1053	F_	0x812794
F_sbs02_top	1054	F_	0x8127B8
F_sbs02_pad00	1055	F_	0x8127DC
F_sbs02_pad01	1056	F_	0x812800
F_sbs02_pad02	1057	F_	0x812824
F_sbs02_pad03	1058	F_	0x812848
F_sbs02_pad04	1059	F_	0x81286C
F_sbs02_pad05	1060	F_	0x812890
F_sbs02_pad06	1061	F_	0x8128B4
F_sbs02_pad07	1062	F_	0x8128D8
F_sbs02_pad08	1063	F_	0x8128FC
F_sbs02_pad09	1064	F_	0x812920
F_sbs02_pad10	1065	F_	0x812944
F_sbs02_pad11	1066	F_	0x812968
F_sbs02_pad12	1067	F_	0x81298C
F_sbs02_pad13	1068	F_	0x8129B0
F_sbs02_pad14	1069	F_	0x8129D4
F_sbs02_pad15	1070	F_	0x8129F8
F_sbs02_pad16	1071	F_	0x812A1C
F_sbs02_pad17	1072	F_	0x812A40
F_sbs02_pad18	1073	F_	0x812A64
F_sbs02_pad19	1074	F_	0x812A88
F_sbs02_pad20	1075	F_	0x812AAC
F_sbs02_pad21	1076	F_	0x812AD0
F_sbs02_pad22	1077	F_	0x812AF4
F_sbs02_pad23	1078	F_	0x812B18
F_sbs02_pad24	1079	F_	0x812B3C
F_sbs02_pad25	1080	F_	0x812B60
F_sbs02_pad26	1081	F_	0x812B84
F_sbs02_pad27	1082	F_	0x812BA8
F_sbs02_pad28	1083	F_	0x812BCC
F_sbs02_pad29	1084	F_	0x812BF0
F_sbs02_pad30	1085	F_	0x812C14
F_sbs02_pad31	1086	F_	0x812C38
F_sbs02_pad32	1087	F_	0x812C5C
F_sbs02_pad33	1088	F_	0x812C80
F_sbs02_pad34	1089	F_	0x812CA4
F_sbs02_pad35	1090	F_	0x812CC8
F_sbs02_pad36	1091	F_	0x812CEC
F_sbs02_pad37	1092	F_	0x812D10
F_sbs02_pad38	1093	F_	0x812D34
F_sbs02_pad39	1094	F_	0x812D58
F_sbs02_pad40	1095	F_	0x812D7C
F_sbs02_pad41	1096	F_	0x812DA0
F_sbs03_top	1097	F_	0x812DC4
F_sbs03_pad00	1098	F_	0x812DE8
F_sbs03_pad01	1099	F_	0x812E0C
F_sbs03_pad02	1100	F_	0x812E30
F_sbs03_pad03	1101	F_	0x812E54
F_sbs03_pad04	1102	F_	0x812E78
F_sbs03_pad05	1103	F_	0x812E9C
F_sbs03_pad06	1104	F_	0x812EC0
F_sbs03_pad07	1105	F_	0x812EE4
F_sbs03_pad08	1106	F_	0x812F08
F_sbs03_pad09	1107	F_	0x812F2C
F_sbs03_pad10	1108	F_	0x812F50
F_sbs03_pad11	1109	F_	0x812F74
F_sbs03_pad12	1110	F_	0x812F98
F_sbs03_pad13	1111	F_	0x812FBC
F_sbs03_pad14	1112	F_	0x812FE0
F_sbs03_pad15	1113	F_	0x813004
F_sbs03_pad16	1114	F_	0x813028
F_sbs03_pad17	1115	F_	0x81304C
F_sbs03_pad18	1116	F_	0x813070
F_sbs03_pad19	1117	F_	0x813094
F_sbs03_pad20	1118	F_	0x8130B8
F_sbs03_pad21	1119	F_	0x8130DC
F_sbs03_pad22	1120	F_	0x813100
F_sbs03_pad23	1121	F_	0x813124
F_sbs03_pad24	1122	F_	0x813148
F_sbs03_pad25	1123	F_	0x81316C
F_sbs03_pad26	1124	F_	0x813190
F_sbs03_pad27	1125	F_	0x8131B4
F_sbs03_pad28	1126	F_	0x8131D8
F_sbs03_pad29	1127	F_	0x8131FC
F_sbs03_pad30	1128	F_	0x813220
F_sbs03_pad31	1129	F_	0x813244
F_sbs03_pad32	1130	F_	0x813268
F_sbs03_pad33	1131	F_	0x81328C
F_sbs03_pad34	1132	F_	0x8132B0
F_sbs03_pad35	1133	F_	0x8132D4
F_sbs03_pad36	1134	F_	0x8132F8
F_sbs03_pad37	1135	F_	0x81331C
F_sbs03_pad38	1136	F_	0x813340
F_sbs03_pad39	1137	F_	0x813364
F_sbs03_pad40	1138	F_	0x813388
F_sbs03_pad41	1139	F_	0x8133AC
F_sbs04_top	1140	F_	0x8133D0
F_sbs04_pad00	1141	F_	0x8133F4
F_sbs04_pad01	1142	F_	0x813418
F_sbs04_pad02	1143	F_	0x81343C
F_sbs04_pad03	1144	F_	0x813460
F_sbs04_pad04	1145	F_	0x813484
F_sbs04_pad05	1146	F_	0x8134A8
F_sbs04_pad06	1147	F_	0x8134CC
F_sbs04_pad07	1148	F_	0x8134F0
F_sbs04_pad08	1149	F_	0x813514
F_sbs04_pad09	1150	F_	0x813538
F_sbs04_pad10	1151	F_	0x81355C
F_sbs04_pad11	1152	F_	0x813580
F_sbs04_pad12	1153	F_	0x8135A4
F_sbs04_pad13	1154	F_	0x8135C8
F_sbs04_pad14	1155	F_	0x8135EC
F_sbs04_pad15	1156	F_	0x813610
F_sbs04_pad16	1157	F_	0x813634
F_sbs04_pad17	1158	F_	0x813658
F_sbs04_pad18	1159	F_	0x81367C
F_sbs04_pad19	1160	F_	0x8136A0
F_sbs04_pad20	1161	F_	0x8136C4
F_sbs04_pad21	1162	F_	0x8136E8
F_sbs04_pad22	1163	F_	0x81370C
F_sbs04_pad23	1164	F_	0x813730
F_sbs04_pad24	1165	F_	0x813754
F_sbs04_pad25	1166	F_	0x813778
F_sbs04_pad26	1167	F_	0x81379C
F_sbs04_pad27	1168	F_	0x8137C0
F_sbs04_pad28	1169	F_	0x8137E4
F_sbs04_pad29	1170	F_	0x813808
F_sbs04_pad30	1171	F_	0x81382C
F_sbs04_pad31	1172	F_	0x813850
F_sbs04_pad32	1173	F_	0x813874
F_sbs04_pad33	1174	F_	0x813898
F_sbs04_pad34	1175	F_	0x8138BC
F_sbs04_pad35	1176	F_	0x8138E0
F_sbs04_pad36	1177	F_	0x813904
F_sbs04_pad37	1178	F_	0x813928
F_sbs04_pad38	1179	F_	0x81394C
F_sbs04_pad39	1180	F_	0x813970
F_sbs04_pad40	1181	F_	0x813994
F_sbs04_pad41	1182	F_	0x8139B8
F_sbs05_top	1183	F_	0x8139DC
F_sbs05_pad00	1184	F_	0x813A00
F_sbs05_pad01	1185	F_	0x813A24
F_sbs05_pad02	1186	F_	0x813A48
F_sbs05_pad03	1187	F_	0x813A6C
F_sbs05_pad04	1188	F_	0x813A90
F_sbs05_pad05	1189	F_	0x813AB4
F_sbs05_pad06	1190	F_	0x813AD8
F_sbs05_pad07	1191	F_	0x813AFC
F_sbs05_pad08	1192	F_	0x813B20
F_sbs05_pad09	1193	F_	0x813B44
F_sbs05_pad10	1194	F_	0x813B68
F_sbs05_pad11	1195	F_	0x813B8C
F_sbs05_pad12	1196	F_	0x813BB0
F_sbs05_pad13	1197	F_	0x813BD4
F_sbs05_pad14	1198	F_	0x813BF8
F_sbs05_pad15	1199	F_	0x813C1C
F_sbs05_pad16	1200	F_	0x813C40
F_sbs05_pad17	1201	F_	0x813C64
F_sbs05_pad18	1202	F_	0x813C88
F_sbs05_pad19	1203	F_	0x813CAC
F_sbs05_pad20	1204	F_	0x813CD0
F_sbs05_pad21	1205	F_	0x813CF4
F_sbs05_pad22	1206	F_	0x813D18
F_sbs05_pad23	1207	F_	0x813D3C
F_sbs05_pad24	1208	F_	0x813D60
F_sbs05_pad25	1209	F_	0x813D84
F_sbs05_pad26	1210	F_	0x813DA8
F_sbs05_pad27	1211	F_	0x813DCC
F_sbs05_pad28	1212	F_	0x813DF0
F_sbs05_pad29	1213	F_	0x813E14
F_sbs05_pad30	1214	F_	0x813E38
F_sbs05_pad31	1215	F_	0x813E5C
F_sbs05_pad32	1216	F_	0x813E80
F_sbs05_pad33	1217	F_	0x813EA4
F_sbs05_pad34	1218	F_	0x813EC8
F_sbs05_pad35	1219	F_	0x813EEC
F_sbs05_pad36	1220	F_	0x813F10
F_sbs05_pad37	1221	F_	0x813F34
F_sbs05_pad38	1222	F_	0x813F58
F_sbs05_pad39	1223	F_	0x813F7C
F_sbs05_pad40	1224	F_	0x813FA0
F_sbs05_pad41	1225	F_	0x813FC4
F_sbs06_top	1226	F_	0x813FE8
F_sbs06_pad00	1227	F_	0x81400C
F_sbs06_pad01	1228	F_	0x814030
F_sbs06_pad02	1229	F_	0x814054
F_sbs06_pad03	1230	F_	0x814078
F_sbs06_pad04	1231	F_	0x81409C
F_sbs06_pad05	1232	F_	0x8140C0
F_sbs06_pad06	1233	F_	0x8140E4
F_sbs06_pad07	1234	F_	0x814108
F_sbs06_pad08	1235	F_	0x81412C
F_sbs06_pad09	1236	F_	0x814150
F_sbs06_pad10	1237	F_	0x814174
F_sbs06_pad11	1238	F_	0x814198
F_sbs06_pad12	1239	F_	0x8141BC
F_sbs06_pad13	1240	F_	0x8141E0
F_sbs06_pad14	1241	F_	0x814204
F_sbs06_pad15	1242	F_	0x814228
F_sbs06_pad16	1243	F_	0x81424C
F_sbs06_pad17	1244	F_	0x814270
F_sbs06_pad18	1245	F_	0x814294
F_sbs06_pad19	1246	F_	0x8142B8
F_sbs06_pad20	1247	F_	0x8142DC
F_sbs06_pad21	1248	F_	0x814300
F_sbs06_pad22	1249	F_	0x814324
F_sbs06_pad23	1250	F_	0x814348
F_sbs06_pad24	1251	F_	0x81436C
F_sbs06_pad25	1252	F_	0x814390
F_sbs06_pad26	1253	F_	0x8143B4
F_sbs06_pad27	1254	F_	0x8143D8
F_sbs06_pad28	1255	F_	0x8143FC
F_sbs06_pad29	1256	F_	0x814420
F_sbs06_pad30	1257	F_	0x814444
F_sbs06_pad31	1258	F_	0x814468
F_sbs06_pad32	1259	F_	0x81448C
F_sbs06_pad33	1260	F_	0x8144B0
F_sbs06_pad34	1261	F_	0x8144D4
F_sbs06_pad35	1262	F_	0x8144F8
F_sbs06_pad36	1263	F_	0x81451C
F_sbs06_pad37	1264	F_	0x814540
F_sbs06_pad38	1265	F_	0x814564
F_sbs06_pad39	1266	F_	0x814588
F_sbs06_pad40	1267	F_	0x8145AC
F_sbs06_pad41	1268	F_	0x8145D0
F_sbs07_top	1269	F_	0x8145F4
F_sbs07_pad00	1270	F_	0x814618
F_sbs07_pad01	1271	F_	0x81463C
F_sbs07_pad02	1272	F_	0x814660
F_sbs07_pad03	1273	F_	0x814684
F_sbs07_pad04	1274	F_	0x8146A8
F_sbs07_pad05	1275	F_	0x8146CC
F_sbs07_pad06	1276	F_	0x8146F0
F_sbs07_pad07	1277	F_	0x814714
F_sbs07_pad08	1278	F_	0x814738
F_sbs07_pad09	1279	F_	0x81475C
F_sbs07_pad10	1280	F_	0x814780
F_sbs07_pad11	1281	F_	0x8147A4
F_sbs07_pad12	1282	F_	0x8147C8
F_sbs07_pad13	1283	F_	0x8147EC
F_sbs07_pad14	1284	F_	0x814810
F_sbs07_pad15	1285	F_	0x814834
F_sbs07_pad16	1286	F_	0x814858
F_sbs07_pad17	1287	F_	0x81487C
F_sbs07_pad18	1288	F_	0x8148A0
F_sbs07_pad19	1289	F_	0x8148C4
F_sbs07_pad20	1290	F_	0x8148E8
F_sbs07_pad21	1291	F_	0x81490C
F_sbs07_pad22	1292	F_	0x814930
F_sbs07_pad23	1293	F_	0x814954
F_sbs07_pad24	1294	F_	0x814978
F_sbs07_pad25	1295	F_	0x81499C
F_sbs07_pad26	1296	F_	0x8149C0
F_sbs07_pad27	1297	F_	0x8149E4
F_sbs07_pad28	1298	F_	0x814A08
F_sbs07_pad29	1299	F_	0x814A2C
F_sbs07_pad30	1300	F_	0x814A50
F_sbs07_pad31	1301	F_	0x814A74
F_sbs07_pad32	1302	F_	0x814A98
F_sbs07_pad33	1303	F_	0x814ABC
F_sbs07_pad34	1304	F_	0x814AE0
F_sbs07_pad35	1305	F_	0x814B04
F_sbs07_pad36	1306	F_	0x814B28
F_sbs07_pad37	1307	F_	0x814B4C
F_sbs07_pad38	1308	F_	0x814B70
F_sbs07_pad39	1309	F_	0x814B94
F_sbs07_pad40	1310	F_	0x814BB8
F_sbs07_pad41	1311	F_	0x814BDC
F_sbs08_top	1312	F_	0x814C00
F_sbs08_pad00	1313	F_	0x814C24
F_sbs08_pad01	1314	F_	0x814C48
F_sbs08_pad02	1315	F_	0x814C6C
F_sbs08_pad03	1316	F_	0x814C90
F_sbs08_pad04	1317	F_	0x814CB4
F_sbs08_pad05	1318	F_	0x814CD8
F_sbs08_pad06	1319	F_	0x814CFC
F_sbs08_pad07	1320	F_	0x814D20
F_sbs08_pad08	1321	F_	0x814D44
F_sbs08_pad09	1322	F_	0x814D68
F_sbs08_pad10	1323	F_	0x814D8C
F_sbs08_pad11	1324	F_	0x814DB0
F_sbs08_pad12	1325	F_	0x814DD4
F_sbs08_pad13	1326	F_	0x814DF8
F_sbs08_pad14	1327	F_	0x814E1C
F_sbs08_pad15	1328	F_	0x814E40
F_sbs08_pad16	1329	F_	0x814E64
F_sbs08_pad17	1330	F_	0x814E88
F_sbs08_pad18	1331	F_	0x814EAC
F_sbs08_pad19	1332	F_	0x814ED0
F_sbs08_pad20	1333	F_	0x814EF4
F_sbs08_pad21	1334	F_	0x814F18
F_sbs08_pad22	1335	F_	0x814F3C
F_sbs08_pad23	1336	F_	0x814F60
F_sbs08_pad24	1337	F_	0x814F84
F_sbs08_pad25	1338	F_	0x814FA8
F_sbs08_pad26	1339	F_	0x814FCC
F_sbs08_pad27	1340	F_	0x814FF0
F_sbs08_pad28	1341	F_	0x815014
F_sbs08_pad29	1342	F_	0x815038
F_sbs08_pad30	1343	F_	0x81505C
F_sbs08_pad31	1344	F_	0x815080
F_sbs08_pad32	1345	F_	0x8150A4
F_sbs08_pad33	1346	F_	0x8150C8
F_sbs08_pad34	1347	F_	0x8150EC
F_sbs08_pad35	1348	F_	0x815110
F_sbs08_pad36	1349	F_	0x815134
F_sbs08_pad37	1350	F_	0x815158
F_sbs08_pad38	1351	F_	0x81517C
F_sbs08_pad39	1352	F_	0x8151A0
F_sbs08_pad40	1353	F_	0x8151C4
F_sbs08_pad41	1354	F_	0x8151E8
F_sbs09_top	1355	F_	0x81520C
F_sbs09_pad00	1356	F_	0x815230
F_sbs09_pad01	1357	F_	0x815254
F_sbs09_pad02	1358	F_	0x815278
F_sbs09_pad03	1359	F_	0x81529C
F_sbs09_pad04	1360	F_	0x8152C0
F_sbs09_pad05	1361	F_	0x8152E4
F_sbs09_pad06	1362	F_	0x815308
F_sbs09_pad07	1363	F_	0x81532C
F_sbs09_pad08	1364	F_	0x815350
F_sbs09_pad09	1365	F_	0x815374
F_sbs09_pad10	1366	F_	0x815398
F_sbs09_pad11	1367	F_	0x8153BC
F_sbs09_pad12	1368	F_	0x8153E0
F_sbs09_pad13	1369	F_	0x815404
F_sbs09_pad14	1370	F_	0x815428
F_sbs09_pad15	1371	F_	0x81544C
F_sbs09_pad16	1372	F_	0x815470
F_sbs09_pad17	1373	F_	0x815494
F_sbs09_pad18	1374	F_	0x8154B8
F_sbs09_pad19	1375	F_	0x8154DC
F_sbs09_pad20	1376	F_	0x815500
F_sbs09_pad21	1377	F_	0x815524
F_sbs09_pad22	1378	F_	0x815548
F_sbs09_pad23	1379	F_	0x81556C
F_sbs09_pad24	1380	F_	0x815590
F_sbs09_pad25	1381	F_	0x8155B4
F_sbs09_pad26	1382	F_	0x8155D8
F_sbs09_pad27	1383	F_	0x8155FC
F_sbs09_pad28	1384	F_	0x815620
F_sbs09_pad29	1385	F_	0x815644
F_sbs09_pad30	1386	F_	0x815668
F_sbs09_pad31	1387	F_	0x81568C
F_sbs09_pad32	1388	F_	0x8156B0
F_sbs09_pad33	1389	F_	0x8156D4
F_sbs09_pad34	1390	F_	0x8156F8
F_sbs09_pad35	1391	F_	0x81571C
F_sbs09_pad36	1392	F_	0x815740
F_sbs09_pad37	1393	F_	0x815764
F_sbs09_pad38	1394	F_	0x815788
